year	consul_prior	consul_posterior	comment_year	comment_consul_prior	comment_consul_posterior	consul_prior_wikipedia_uri	consul_posterior_wikipedia_uri	godot_uri	label
30	L. Cassius Longinus (January–June)	M. Vinicius	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-491			https://en.wikipedia.org/wiki/Lucius_Cassius_Longinus_(consul_AD_30)	https://en.wikipedia.org/wiki/Marcus_Vinicius_(consul_30)	https://godot.date/id/M8Ch8YXN4SNiPzwagnPVe6	30 AD: L. Cassius Longinus (January–June) / M. Vinicius
30	L. Naevius Surdinus (suff.; July–December)	C. Cassius Longinus (suff.)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-492				https://en.wikipedia.org/wiki/Gaius_Cassius_Longinus_(consul_AD_30)	https://godot.date/id/cKZ7KAxSPfNUPNtUnqPhhF	30 AD: L. Naevius Surdinus (suff.; July–December) / C. Cassius Longinus (suff.)
31	Ti. Caesar Augustus V (January-8 May)	L. Aelius Seianus	The dates of the consuls in this year is taken from John Bodel, "Chronology and Succession 2: Notes on Some Consular Lists on Stone", Zeitschrift für Papyrologie und Epigraphik, 105 (1995), p. 296			https://en.wikipedia.org/wiki/Tiberius	https://en.wikipedia.org/wiki/Sejanus	https://godot.date/id/x46jFCi43emBYcUgR7V8WG	31 AD: Ti. Caesar Augustus V (January-8 May) / L. Aelius Seianus
31	Faustus Cornelius Sulla (suff.; 9 May–September)	Sex. Tedius Valerius Catullus (suff.; 9 May–June)	The dates of the consuls in this year is taken from John Bodel, "Chronology and Succession 2: Notes on Some Consular Lists on Stone", Zeitschrift für Papyrologie und Epigraphik, 105 (1995), p. 297			https://en.wikipedia.org/wiki/Faustus_Cornelius_Sulla_Lucullus	https://en.wikipedia.org/wiki/Sextus_Tedius_Valerius_Catullus	https://godot.date/id/xfY4EaqmgzLmEdds3RTPnF	31 AD: Faustus Cornelius Sulla (suff.; 9 May–September) / Sex. Tedius Valerius Catullus (suff.; 9 May–June)
31	Faustus Cornelius Sulla (suff.; 9 May–September)	L. Fulcinius Trio (suff.; July–December)	The dates of the consuls in this year is taken from John Bodel, "Chronology and Succession 2: Notes on Some Consular Lists on Stone", Zeitschrift für Papyrologie und Epigraphik, 105 (1995), p. 298			https://en.wikipedia.org/wiki/Faustus_Cornelius_Sulla_Lucullus		https://godot.date/id/22fE3LC9ExtonZCkiUiMn7	31 AD: Faustus Cornelius Sulla (suff.; 9 May–September) / L. Fulcinius Trio (suff.; July–December)
31	P. Memmius Regulus (October–December)	L. Fulcinius Trio (suff.; July–December)	The dates of the consuls in this year is taken from John Bodel, "Chronology and Succession 2: Notes on Some Consular Lists on Stone", Zeitschrift für Papyrologie und Epigraphik, 105 (1995), p. 299			https://en.wikipedia.org/wiki/Publius_Memmius_Regulus	https://en.wikipedia.org/wiki/Lucius_Fulcinius_Trio	https://godot.date/id/7Ft7XSz9cToF9tCsY4Pdzn	31 AD: P. Memmius Regulus (October–December) / L. Fulcinius Trio (suff.; July–December)
32	Cn. Domitius Ahenobarbus (January–December)	L. Arruntius Camillus Scribonianus (January–June)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-497			https://en.wikipedia.org/wiki/Gnaeus_Domitius_Ahenobarbus_(consul_32)		https://godot.date/id/KMcWXtHEcbNyxKGUkSmwbJ	32 AD: Cn. Domitius Ahenobarbus (January–December) / L. Arruntius Camillus Scribonianus (January–June)
32	Cn. Domitius Ahenobarbus (January–December)	A. Vitellius (suff.; July–December)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-498			https://en.wikipedia.org/wiki/Gnaeus_Domitius_Ahenobarbus_(consul_32)		https://godot.date/id/LUukCQXeXdZMLoe2nSUEXM	32 AD: Cn. Domitius Ahenobarbus (January–December) / A. Vitellius (suff.; July–December)
33	L. Livius Ocella Ser. Sulpicius Galba (January–June)	L. Cornelius Sulla Felix	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-499			https://en.wikipedia.org/wiki/Galba		https://godot.date/id/o9xbdc2RtPPhx2UWtd6FEe	33 AD: L. Livius Ocella Ser. Sulpicius Galba (January–June) / L. Cornelius Sulla Felix
33	L. Salvius Otho (suff.; July–December)	C. Octavius Laenas (suff.)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-500			https://en.wikipedia.org/wiki/Lucius_Salvius_Otho	https://en.wikipedia.org/wiki/Gaius_Octavius_Laenas	https://godot.date/id/s66R464AHzFFHGhSHPXBri	33 AD: L. Salvius Otho (suff.; July–December) / C. Octavius Laenas (suff.)
34	Paullus Fabius Persicus (January–June)	L. Vitellius	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-501			https://en.wikipedia.org/wiki/Paullus_Fabius_Persicus	https://en.wikipedia.org/wiki/Lucius_Vitellius	https://godot.date/id/MRDAEwpNUHbWdv9B952NHE	34 AD: Paullus Fabius Persicus (January–June) / L. Vitellius
34	Q. Marcius Barea Soranus (suff.; July–December)	T. Rustius Nummius Gallus (suff.)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-502			https://en.wikipedia.org/wiki/Quintus_Marcius_Barea_Soranus_(consul_34)	https://en.wikipedia.org/wiki/Titus_Rustius_Nummius_Gallus	https://godot.date/id/dzmBKAZ3MixJy43XwTBus6	34 AD: Q. Marcius Barea Soranus (suff.; July–December) / T. Rustius Nummius Gallus (suff.)
35	C. Cestius Gallus (January–June)	M. Servilius Nonianus	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-503			https://en.wikipedia.org/wiki/Gaius_Cestius_Gallus_(consul_35)		https://godot.date/id/cH3eh4Vmby3u62qwFggkNe	35 AD: C. Cestius Gallus (January–June) / M. Servilius Nonianus
35	D. Valerius Asiaticus (suff.; July–December)	A. Gabinius Secundus (suff.)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-504			https://en.wikipedia.org/wiki/Decimus_Valerius_Asiaticus	https://en.wikipedia.org/wiki/Aulus_Gabinius_Secundus_(consul_35)	https://godot.date/id/6CVojHjFqwY7jCuG75pMHF	35 AD: D. Valerius Asiaticus (suff.; July–December) / A. Gabinius Secundus (suff.)
36	Sex. Papinius Allenius (January–June)	Q. Plautius	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-505			https://en.wikipedia.org/wiki/Sextus_Papinius_Allenius	https://en.wikipedia.org/wiki/Quintus_Plautius	https://godot.date/id/AtMziiMwUsn2fKswCQ2xGV	36 AD: Sex. Papinius Allenius (January–June) / Q. Plautius
36	C. Vettius Rufus (suff.; July–December)	M. Porcius Cato (suff.)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-506	First proposed by Hans-Georg Pflaum, and accepted by Ladislaus Vidman (Fasti Ostienses, 2nd edition, p. 68); Cooley offers as a possible alternative A. Didius Gallus.although she also puts him in the last nundinium of 39.			https://en.wikipedia.org/wiki/Marcus_Porcius_Cato_(consul_36)	https://godot.date/id/Fb6WZUdxhEbn85QnWtqSZm	36 AD: C. Vettius Rufus (suff.; July–December) / M. Porcius Cato (suff.)
37	Cn. Acerronius Proculus (January–June)	C. Petronius Pontius Nigrinus	Unless otherwise indicated, the names and dates for the years AD 37–40 are taken from Paul Gallivan, "The Fasti for the Reign of Gaius", Antichthon, 13 (1979), p. 66–69			https://en.wikipedia.org/wiki/Gnaeus_Acerronius_Proculus		https://godot.date/id/WcMy8Gatgp9q3ETP7VzhWn	37 AD: Cn. Acerronius Proculus (January–June) / C. Petronius Pontius Nigrinus
37	C. Caesar Augustus Germanicus (suff.; July–August)	Ti. Claudius Nero Germanicus (suff.)	Unless otherwise indicated, the names and dates for the years AD 37–40 are taken from Paul Gallivan, "The Fasti for the Reign of Gaius", Antichthon, 13 (1979), p. 66–70			https://en.wikipedia.org/wiki/Caligula	https://en.wikipedia.org/wiki/Claudius	https://godot.date/id/Rt6kEK2hL7uAPagJWaeFXi	37 AD: C. Caesar Augustus Germanicus (suff.; July–August) / Ti. Claudius Nero Germanicus (suff.)
37	A. Caecina Paetus (suff.; September–December)	C. Caninius Rebilus (suff.)	Unless otherwise indicated, the names and dates for the years AD 37–40 are taken from Paul Gallivan, "The Fasti for the Reign of Gaius", Antichthon, 13 (1979), p. 66–71			https://en.wikipedia.org/wiki/Aulus_Caecina_Paetus		https://godot.date/id/ZXEp9ao3rSxZYjkgSSNMzP	37 AD: A. Caecina Paetus (suff.; September–December) / C. Caninius Rebilus (suff.)
38	M. Aquila Julianus (January–June)	P. Nonius Asprenas Calpurnius Serranus	Unless otherwise indicated, the names and dates for the years AD 37–40 are taken from Paul Gallivan, "The Fasti for the Reign of Gaius", Antichthon, 13 (1979), p. 66–72				https://en.wikipedia.org/wiki/Asprenas_Calpurnius_Serranus	https://godot.date/id/dQ86xMU4G7SYHGi9c9hDP7	38 AD: M. Aquila Julianus (January–June) / P. Nonius Asprenas Calpurnius Serranus
38	Ser. Asinius Celer (suff.; July–December)	Sex. Nonius Quinctilianus (suff.)	Unless otherwise indicated, the names and dates for the years AD 37–40 are taken from Paul Gallivan, "The Fasti for the Reign of Gaius", Antichthon, 13 (1979), p. 66–73			https://en.wikipedia.org/wiki/Servius_Asinius_Celer	https://en.wikipedia.org/wiki/Sextus_Nonius_Quinctilianus_(consul_38)	https://godot.date/id/mcQzUyoQ8cGMCgt8sQPxEK	38 AD: Ser. Asinius Celer (suff.; July–December) / Sex. Nonius Quinctilianus (suff.)
39	C. Caesar Augustus Germanicus II (January)	L. Apronius Caesianus (January–June)	Unless otherwise indicated, the names and dates for the years AD 37–40 are taken from Paul Gallivan, "The Fasti for the Reign of Gaius", Antichthon, 13 (1979), p. 66–74			https://en.wikipedia.org/wiki/Caligula		https://godot.date/id/fmCzHz8YkyvAjWeAE7TZXk	39 AD: C. Caesar Augustus Germanicus II (January) / L. Apronius Caesianus (January–June)
39	Q. Sanquinius Maximus (suff.; February–June)	L. Apronius Caesianus (January–June)	Unless otherwise indicated, the names and dates for the years AD 37–40 are taken from Paul Gallivan, "The Fasti for the Reign of Gaius", Antichthon, 13 (1979), p. 66–75			https://en.wikipedia.org/wiki/Quintus_Sanquinius_Maximus		https://godot.date/id/KTb3vFRKkdbVaUpZFoDmUL	39 AD: Q. Sanquinius Maximus (suff.; February–June) / L. Apronius Caesianus (January–June)
39	Cn. Domitius Corbulo (suff.; July–1 September)	ignotus (suff.)	Unless otherwise indicated, the names and dates for the years AD 37–40 are taken from Paul Gallivan, "The Fasti for the Reign of Gaius", Antichthon, 13 (1979), p. 66–76					https://godot.date/id/sEMoX6St23gSRC3YbVV2Mg	39 AD: Cn. Domitius Corbulo (suff.; July–1 September) / ignotus (suff.)
39	A. Didius Gallus (suff.; 2 September–December)	Cn. Domitius Afer (suff.)	Unless otherwise indicated, the names and dates for the years AD 37–40 are taken from Paul Gallivan, "The Fasti for the Reign of Gaius", Antichthon, 13 (1979), p. 66–77				https://en.wikipedia.org/wiki/Domitius_Afer	https://godot.date/id/ogwXcdqYMHLP2YoVpZwbzW	39 AD: A. Didius Gallus (suff.; 2 September–December) / Cn. Domitius Afer (suff.)
40	C. Caesar Augustus Germanicus III (To 13 January)	sine collega	Unless otherwise indicated, the names and dates for the years AD 37–40 are taken from Paul Gallivan, "The Fasti for the Reign of Gaius", Antichthon, 13 (1979), p. 66–78			https://en.wikipedia.org/wiki/Caligula		https://godot.date/id/tDtGXq77dcC84TUSHtYtk	40 AD: C. Caesar Augustus Germanicus III (To 13 January) / sine collega
40	C. Laecanius Bassus (suff.; January–June)	Q. Terentius Culleo (suff.)	Unless otherwise indicated, the names and dates for the years AD 37–40 are taken from Paul Gallivan, "The Fasti for the Reign of Gaius", Antichthon, 13 (1979), p. 66–79					https://godot.date/id/f57mVTQuNASwHxamMCETB6	40 AD: C. Laecanius Bassus (suff.; January–June) / Q. Terentius Culleo (suff.)
41	C. Caesar Augustus Germanicus IV (January)	Cn. Sentius Saturninus (January–June)	Unless otherwise indicated, the names and dates for the years AD 41-54 are taken from Gallivan, "The Fasti for the Reign of Claudius", Classical Quarterly, 28 (1978), pp. 407–426			https://en.wikipedia.org/wiki/Caligula	https://en.wikipedia.org/wiki/Gnaeus_Sentius_Saturninus_(consul_41)	https://godot.date/id/WC2deeRdvYM4y8NqPWKHbX	41 AD: C. Caesar Augustus Germanicus IV (January) / Cn. Sentius Saturninus (January–June)
41	Q. Pomponius Secundus (suff.; February–June)	Cn. Sentius Saturninus (January–June)	Unless otherwise indicated, the names and dates for the years AD 41-54 are taken from Gallivan, "The Fasti for the Reign of Claudius", Classical Quarterly, 28 (1978), pp. 407–427			https://en.wikipedia.org/wiki/Quintus_Pomponius_Secundus	https://en.wikipedia.org/wiki/Gnaeus_Sentius_Saturninus_(consul_41)	https://godot.date/id/65Auntw2ZVLEXJRvjxerbD	41 AD: Q. Pomponius Secundus (suff.; February–June) / Cn. Sentius Saturninus (January–June)
41	Q. Futius Lusius Saturninus (suff.; September–October)	M. Seius Varanus (suff.)	Unless otherwise indicated, the names and dates for the years AD 41-54 are taken from Gallivan, "The Fasti for the Reign of Claudius", Classical Quarterly, 28 (1978), pp. 407–428			https://en.wikipedia.org/wiki/Quintus_Futius_Lusius_Saturninus		https://godot.date/id/D7tkam3CSkC6n5gpGxXPST	41 AD: Q. Futius Lusius Saturninus (suff.; September–October) / M. Seius Varanus (suff.)
41	Q. Ostorius Scapula (suff.; November–December)	P. Suillius Rufus (suff.)	Unless otherwise indicated, the names and dates for the years AD 41-54 are taken from Gallivan, "The Fasti for the Reign of Claudius", Classical Quarterly, 28 (1978), pp. 407–429	M. Christol and S. Demougin have shown that the colleague of P. Suillius Rufus is not the governor of Britain, but another member of the gens Ostoria ("Notes de prosopographie équestre", in Zeitschrift für Papyrologie und Epigraphik, 57 (1984), pp. 171-8).		https://en.wikipedia.org/wiki/List_of_Roman_consuls#cite_note-82	https://en.wikipedia.org/wiki/Publius_Suillius_Rufus	https://godot.date/id/DoeqNHT7Jh2Pq5QgLjHnya	41 AD: Q. Ostorius Scapula (suff.; November–December) / P. Suillius Rufus (suff.)
42	Ti. Claudius Caesar Augustus Germanicus II (January–February)	C. Caecina Largus (January–December)	Unless otherwise indicated, the names and dates for the years AD 41-54 are taken from Gallivan, "The Fasti for the Reign of Claudius", Classical Quarterly, 28 (1978), pp. 407–430			https://en.wikipedia.org/wiki/Claudius		https://godot.date/id/BF2aazpPZeMegd3H5mtD2H	42 AD: Ti. Claudius Caesar Augustus Germanicus II (January–February) / C. Caecina Largus (January–December)
42	C. Cestius Gallus (suff.; March–? June)	C. Caecina Largus (January–December)	Unless otherwise indicated, the names and dates for the years AD 41-54 are taken from Gallivan, "The Fasti for the Reign of Claudius", Classical Quarterly, 28 (1978), pp. 407–431			https://en.wikipedia.org/wiki/Cestius_Gallus		https://godot.date/id/MuLhdoXtjgiMuf7Eux6bZn	42 AD: C. Cestius Gallus (suff.; March–? June) / C. Caecina Largus (January–December)
42	Cornelius Lupus (suff.)	C. Caecina Largus (January–December)	Unless otherwise indicated, the names and dates for the years AD 41-54 are taken from Gallivan, "The Fasti for the Reign of Claudius", Classical Quarterly, 28 (1978), pp. 407–432	Gallivan's source (Gaius Institutes, 3.63) does not indicate which months Cornelius held office.				https://godot.date/id/qfXVuaLoCnCXteUCepiboc	42 AD: Cornelius Lupus (suff.) / C. Caecina Largus (January–December)
43	Ti. Claudius Caesar Augustus Germanicus III (January–February)	L. Vitellius II	Unless otherwise indicated, the names and dates for the years AD 41-54 are taken from Gallivan, "The Fasti for the Reign of Claudius", Classical Quarterly, 28 (1978), pp. 407–433			https://en.wikipedia.org/wiki/Claudius	https://en.wikipedia.org/wiki/Lucius_Vitellius	https://godot.date/id/j6CrsQba4VivEknp7pTUML	43 AD: Ti. Claudius Caesar Augustus Germanicus III (January–February) / L. Vitellius II
43	Sex. Palpellius Hister (suff.; March–July)	L. Pedanius Secundus (suff.)	Unless otherwise indicated, the names and dates for the years AD 41-54 are taken from Gallivan, "The Fasti for the Reign of Claudius", Classical Quarterly, 28 (1978), pp. 407–434			https://en.wikipedia.org/wiki/Sextus_Palpellius_Hister		https://godot.date/id/qNYgrZwxbhq43FPHMxeuQ9	43 AD: Sex. Palpellius Hister (suff.; March–July) / L. Pedanius Secundus (suff.)
43	A. Gabinius Secundus (suff.; August–September)	ignotus (suff.)	Unless otherwise indicated, the names and dates for the years AD 41-54 are taken from Gallivan, "The Fasti for the Reign of Claudius", Classical Quarterly, 28 (1978), pp. 407–435					https://godot.date/id/gXHNeZ9F9B5F8uDwPW4AcD	43 AD: A. Gabinius Secundus (suff.; August–September) / ignotus (suff.)
